Customer Number;Customer Name;Age;Gender;Country;Type of Commercial;Direction of Commercial;Time on Website (Min);Items Bought on Website
1513;Benjamin Tucker;54;Kvinna;Sverige;Helsidereklam;Husbil-Budget;5.87;1
1514;Michael Davis;79;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;3.56;0
1515;Charles Lewis;59;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;6.79;0
1516;Dr. Lindsey Austin;47;Kvinna;Danmark;Helsidereklam;Husbil-Sport;3.98;2
1517;Susan Perez;61;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.78;1
1518;Pamela Martinez;22;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.57;0
1519;Amy Lowery;34;Man;Sverige;Helsidereklam;Husbil-Lyx;5.54;2
1520;Deborah Larsen;53;Man;Tyskland;Helsidereklam;Husbil-Budget;5.75;0
1521;David Davis;39;Man;Sverige;Sidebarreklam;Husbil-Sport;6.77;2
1522;Mary Larson;36;Man;Norge;Helsidereklam;Husbil-Lyx;5.7;3
1523;Ronald Whitaker;24;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.58;1
1524;Darren Wood;22;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.58;2
1525;Suzanne Hall;53;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.76;3
1526;Michelle Riley;54;Man;Sverige;Sidebarreklam;Husbil-Familj;6.76;2
1527;Raymond Knight;47;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;6.74;3
1528;Alexis Johnson;29;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.59;0
1529;Matthew Carter;78;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.74;0
1530;Brenda Williams;74;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.84;0
1531;Kimberly Harrell;28;Kvinna;Norge;Helsidereklam;Husbil-Lyx;4.06;1
1532;Steven Jones;40;Man;Sverige;Helsidereklam;Husbil-Sport;6.01;2
1533;Kayla King;37;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.59;1
1534;Justin Wagner;18;Man;Sverige;Helsidereklam;Husbil-Budget;5.85;1
1535;Michael Dixon;39;Man;Norge;Sidebarreklam;Husbil-Lyx;6.72;1
1536;Hannah Reyes;58;Man;Norge;Helsidereklam;Husbil-Sport;4.42;3
1537;Kathleen Nichols;72;Man;Sverige;Sidebarreklam;Husbil-Familj;6.71;1
1538;Dennis Harvey;33;Man;Norge;Sidebarreklam;Husbil-Lyx;6.7;0
1539;Marcus Garcia;43;Man;Norge;Sidebarreklam;Husbil-Budget;6.7;3
1540;Jaclyn Garrett;57;Man;Sverige;Helsidereklam;Husbil-Budget;4.26;1
1541;Michelle Stephens;49;Man;Norge;Sidebarreklam;Husbil-Familj;6.69;1
1542;Jessica Jones;50;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.68;1
1543;Michelle Kelly;48;Man;England;Helsidereklam;Husbil-Lyx;6.36;1
1544;Michael Santiago;37;Man;Sverige;Helsidereklam;Husbil-Budget;5.4;1
1545;Justin Smith Jr.;73;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.68;1
1546;Robin Cline;30;Man;Norge;Sidebarreklam;Husbil-Sport;6.68;1
1547;Joshua Ramsey;68;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;6.66;0
1548;Daniel Valencia;33;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;6.66;2
1549;Devin Bridges;79;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.59;1
1550;David Stone;71;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.59;3
1551;Lisa Nguyen;48;Kvinna;England;Popuppreklam med musik;Husbil-Sport;3.6;0
1552;Jordan Jackson;63;Man;Norge;Sidebarreklam;Husbil-Sport;6.65;2
1553;John Escobar;22;Man;Norge;Helsidereklam;Husbil-Lyx;6.28;3
1554;Daniel Rodriguez;67;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.65;1
1555;April Stevens;66;Man;England;Popuppreklam med musik;Husbil-Familj;3.61;1
1556;William Townsend;64;Man;Sverige;Sidebarreklam;Husbil-Familj;6.65;1
1557;Morgan Long;41;Man;Norge;Sidebarreklam;Husbil-Lyx;6.65;2
1558;Jennifer Christensen;77;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.61;1
1559;Tina Alvarado;49;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.61;0
1560;Jasmine Carr;59;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.61;1
1561;Alisha Wilson;25;Man;Norge;Helsidereklam;Husbil-Lyx;6.28;2
1562;Janet Houston;74;Man;Danmark;Helsidereklam;Husbil-Budget;3.93;0
1563;Eugene Hudson;36;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.62;0
1564;Bailey Norton;79;Man;Tyskland;Sidebarreklam;Husbil-Familj;6.63;0
1565;Michael Ortiz;62;Kvinna;Tyskland;Sidebarreklam;Husbil-Sport;6.63;0
1566;Kevin Bruce;24;Man;Danmark;Helsidereklam;Husbil-Familj;5.78;1
1567;Carla Hensley;34;Kvinna;England;Helsidereklam;Husbil-Familj;5.8;1
1568;David Jackson;53;Man;Sverige;Helsidereklam;Husbil-Budget;5.98;1
1569;Patricia Lee;20;Man;Danmark;Sidebarreklam;Husbil-Sport;6.6;0
1570;Kelly Smith;63;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.63;2
1571;Peter Guerrero;72;Kvinna;Sverige;Popuppreklam med musik;Husbil-Budget;3.64;1
1572;Andrew Nixon;27;Man;Tyskland;Sidebarreklam;Husbil-Budget;6.58;1
1573;Jimmy Francis;71;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;5.6;0
1574;Tyrone Taylor;74;Man;Sverige;Helsidereklam;Husbil-Sport;4.68;3
1575;Dr. Stacy Williams;77;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.65;1
1576;Joshua Reynolds;27;Man;Tyskland;Sidebarreklam;Husbil-Budget;6.58;1
1577;Michael Patterson;25;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;3.65;1
1578;Adam Martinez;29;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;3.65;1
1579;Deborah Martinez;45;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.01;2
1580;Christopher Hall;20;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;6.58;1
1581;Martin Mays;33;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.66;1
1582;Cynthia Roberts;77;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.58;1
1583;Rhonda Holmes;41;Kvinna;Tyskland;Sidebarreklam;Husbil-Familj;6.57;1
1584;Michael Paul;32;Kvinna;Sverige;Helsidereklam;Husbil-Familj;4.24;0
1585;Shelly Edwards;30;Man;Sverige;Sidebarreklam;Husbil-Sport;6.56;2
1586;Tony Williams;36;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;3.67;0
1587;Courtney Wheeler;55;Man;Sverige;Helsidereklam;Husbil-Familj;5.2;1
1588;Alicia Brown MD;41;Man;Norge;Helsidereklam;Husbil-Budget;3.97;3
1589;Tracey Wilcox;56;Man;Norge;Helsidereklam;Husbil-Lyx;5.43;1
1590;Karen Jackson;32;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;3.68;0
1591;Susan Soto;23;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.63;4
1592;John Archer;35;Man;Danmark;Sidebarreklam;Husbil-Budget;6.55;1
1593;Diane Shannon;59;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Sport;3.69;2
1594;Katherine Potter;40;Kvinna;Sverige;Helsidereklam;Husbil-Budget;4.44;1
1595;Monica Lawrence;19;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.7;1
1596;Michelle Flores;49;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;6.54;1
1597;Christopher Frye;67;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;3.72;2
1598;Christian Lin;39;Man;Tyskland;Sidebarreklam;Husbil-Lyx;6.52;0
1599;Dustin Nguyen;24;Man;Norge;Sidebarreklam;Husbil-Budget;6.51;1
1600;Shannon Hardy;24;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.73;1
1601;James Phillips;40;Man;Sverige;Sidebarreklam;Husbil-Familj;6.47;0
1602;Michael Gilbert;19;Man;Tyskland;Popuppreklam med musik;Husbil-Familj;3.74;0
1603;Amanda Johnston;53;Man;Norge;Sidebarreklam;Husbil-Budget;6.45;0
1604;Jeffery Kennedy;57;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;6.45;0
1605;Kim Nguyen;63;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.44;0
1606;Ronnie Frederick;79;Kvinna;Danmark;Helsidereklam;Husbil-Sport;3.96;0
1607;Michael Thornton;56;Man;Norge;Sidebarreklam;Husbil-Sport;6.44;1
1608;Heather Ross;44;Man;Norge;Sidebarreklam;Husbil-Familj;6.44;2
1609;Bryan Lee;28;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.75;1
1610;Elizabeth Livingston;23;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.43;2
1611;Jason Carter;61;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.31;2
1612;Jose Torres;25;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.76;1
1613;Michael Vazquez;45;Man;Norge;Helsidereklam;Husbil-Lyx;6.23;0
1614;Erika Garner;40;Man;Danmark;Helsidereklam;Husbil-Familj;4.65;3
1615;Renee Strickland;26;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.77;1
1616;Matthew Patel;31;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;6.43;1
1617;Jose Moss;27;Man;Norge;Popuppreklam med musik;Husbil-Familj;3.77;0
1618;Vicki Roberts MD;61;Man;Sverige;Sidebarreklam;Husbil-Budget;6.43;1
1619;Jamie Gutierrez;74;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.78;2
1620;Virginia Ruiz;22;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.61;1
1621;Christina Gutierrez;35;Man;Norge;Helsidereklam;Husbil-Familj;5.05;3
1622;Bonnie Little;27;Man;England;Popuppreklam med musik;Husbil-Familj;3.79;3
1623;Mr. Shane Miller;31;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.53;2
1624;David Perez;27;Kvinna;Sverige;Sidebarreklam;Husbil-Sport;6.42;0
1625;Kaylee Collins;52;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.79;1
1626;Danielle Flores;35;Man;Sverige;Sidebarreklam;Husbil-Sport;6.42;2
1627;Jeffrey Brown;38;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.79;2
1628;Manuel Jenkins;25;Man;Tyskland;Sidebarreklam;Husbil-Sport;6.41;5
1629;Erika Williams;66;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.8;1
1630;Diana Gillespie;47;Man;Tyskland;Sidebarreklam;Husbil-Budget;6.4;1
1631;Ashley Chan;44;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.4;1
1632;Jonathan Cook;64;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.8;1
1633;Mary Bell DDS;66;Man;Norge;Sidebarreklam;Husbil-Sport;6.4;1
1634;Pamela Horton;48;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.81;0
1635;Stephen Delgado;40;Man;Sverige;Helsidereklam;Husbil-Sport;4.58;2
1636;Jamie Cook;38;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;6.39;2
1637;Samantha Stewart;79;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;3.82;2
1638;Brittany Parks;67;Man;Sverige;Sidebarreklam;Husbil-Budget;6.39;0
1639;Denise Wells;36;Man;Norge;Helsidereklam;Husbil-Lyx;5.56;2
1640;Richard Stewart;48;Man;Sverige;Helsidereklam;Husbil-Lyx;5.98;1
1641;Jonathan Watson;56;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.02;1
1642;Jennifer Walker;78;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;3.83;1
1643;Kendra Wilson;27;Man;Sverige;Helsidereklam;Husbil-Budget;4.11;0
1644;Debra Torres;46;Man;Danmark;Popuppreklam med musik;Husbil-Lyx;3.83;0
1645;Steven Hunt;26;Man;Norge;Sidebarreklam;Husbil-Lyx;6.39;1
1646;Holly Gray;21;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.83;2
1647;Nathan Lewis;39;Man;Norge;Helsidereklam;Husbil-Sport;4.07;0
1648;Jessica Thomas MD;61;Man;England;Sidebarreklam;Husbil-Lyx;6.37;0
1649;Gary Chavez;23;Man;Tyskland;Helsidereklam;Husbil-Familj;4.02;1
1650;Gabriel Aguilar;41;Man;Danmark;Popuppreklam med musik;Husbil-Budget;3.84;1
1651;William Palmer;36;Man;England;Helsidereklam;Husbil-Familj;5.83;4
1652;Steven Nolan;57;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.84;1
1653;Jessica Cox;41;Man;Danmark;Popuppreklam med musik;Husbil-Sport;3.85;2
1654;Matthew Kaufman;51;Man;England;Helsidereklam;Husbil-Sport;5.5;0
1655;Larry Contreras;32;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.37;0
1656;Kelly Tran;64;Man;Sverige;Helsidereklam;Husbil-Familj;6.2;1
1657;Kristen Orozco;65;Man;Sverige;Helsidereklam;Husbil-Budget;4.72;2
1658;Eric Wilson;49;Man;Sverige;Helsidereklam;Husbil-Familj;4.17;1
1659;Levi Cisneros;54;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.86;1
1660;Jennifer Dunn;24;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.57;1
1661;Shelby Taylor;41;Man;Norge;Sidebarreklam;Husbil-Budget;6.35;2
1662;Laura Green;46;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.87;1
1663;Aaron Garza;64;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.88;2
1664;Savannah Rice;25;Man;Norge;Sidebarreklam;Husbil-Budget;6.34;0
1665;Sarah Keller;64;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.34;1
1666;Melinda Diaz;44;Kvinna;Norge;Helsidereklam;Husbil-Lyx;6.23;1
1667;Kimberly Gordon;52;Man;Sverige;Helsidereklam;Husbil-Budget;6;1
1668;Dustin Flores;69;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;3.89;3
1669;Chase Simmons;32;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.89;2
1670;Scott Middleton Jr.;75;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;3.97;1
1671;David Palmer;68;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.89;3
1672;Sarah Miller;57;Kvinna;England;Popuppreklam med musik;Husbil-Sport;3.89;0
1673;Kristen Jacobs;24;Man;Danmark;Sidebarreklam;Husbil-Budget;6.32;5
1674;Thomas Greer;61;Man;Danmark;Sidebarreklam;Husbil-Familj;6.32;1
1675;Jenny White;29;Man;Norge;Sidebarreklam;Husbil-Sport;6.32;1
1676;Andrew Baker;75;Kvinna;Norge;Sidebarreklam;Husbil-Familj;6.31;1
1677;Victoria Peterson;63;Man;Tyskland;Sidebarreklam;Husbil-Lyx;6.31;2
1678;Douglas Wallace;77;Man;Sverige;Helsidereklam;Husbil-Sport;5.75;0
1679;Brandon Choi;32;Man;Sverige;Sidebarreklam;Husbil-Sport;6.29;2
1680;Richard Mcgee;47;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;6.29;0
1681;Susan Jacobs;72;Man;Norge;Sidebarreklam;Husbil-Familj;6.29;1
1682;Tracy Khan;44;Man;Danmark;Popuppreklam med musik;Husbil-Sport;3.9;1
1683;Jeffery Lee;35;Man;Tyskland;Helsidereklam;Husbil-Budget;5.57;1
1684;Elizabeth Smith;19;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.9;1
1685;Corey Carey;67;Man;Sverige;Sidebarreklam;Husbil-Familj;6.27;1
1686;Daisy Nguyen;79;Man;Norge;Sidebarreklam;Husbil-Budget;6.27;3
1687;Stephen Lee;51;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.9;0
1688;Anna Roberts;79;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.91;1
1689;Rebecca Fernandez;18;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.92;2
1690;Hannah Strong;28;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.05;0
1691;Elizabeth Johnston;62;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.92;0
1692;Steven Perez;53;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.93;2
1693;John Crosby;47;Man;Sverige;Helsidereklam;Husbil-Budget;5.13;0
1694;Pamela Boyer;43;Man;Norge;Helsidereklam;Husbil-Lyx;5.15;2
1695;Dennis Hunter;48;Man;Sverige;Helsidereklam;Husbil-Familj;4.88;1
1696;Rebecca Rivera;27;Man;Norge;Sidebarreklam;Husbil-Lyx;6.27;1
1697;Susan Watkins;20;Man;Norge;Helsidereklam;Husbil-Familj;5.51;1
1698;Tina Ramos;27;Man;Danmark;Popuppreklam med musik;Husbil-Budget;3.96;0
1699;Jeffrey Everett;57;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.23;2
1700;Joy Stanley;67;Man;Danmark;Sidebarreklam;Husbil-Sport;6.23;4
1701;William Prince;63;Man;Norge;Sidebarreklam;Husbil-Lyx;6.22;1
1702;Mandy Pennington;67;Man;England;Sidebarreklam;Husbil-Lyx;6.22;0
1703;Raven Davis;41;Man;Norge;Sidebarreklam;Husbil-Familj;6.21;2
1704;Darrell White;62;Kvinna;Sverige;Helsidereklam;Husbil-Sport;5.36;1
1705;Ruben Duran;48;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.96;1
1706;Allen Archer;32;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.2;2
1707;Eddie Flores;37;Man;Sverige;Helsidereklam;Husbil-Familj;4.8;2
1708;Jason Cobb;38;Man;Sverige;Helsidereklam;Husbil-Familj;4.5;1
1709;Jennifer House;55;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.2;1
1710;Jeffrey Rosario;32;Man;Sverige;Sidebarreklam;Husbil-Familj;6.15;1
1711;Vanessa Kelly;23;Man;Sverige;Sidebarreklam;Husbil-Familj;6.15;1
1712;Lauren Smith;75;Man;Tyskland;Helsidereklam;Husbil-Familj;4.37;0
1713;Nicole Cervantes;22;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.97;1
1714;Kelsey Adams;70;Man;Danmark;Popuppreklam med musik;Husbil-Budget;3.97;3
1715;John Bowman;34;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.97;1
1716;Andrea Clark;21;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.14;0
1717;James Harris;25;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.97;1
1718;Douglas Petty;47;Man;Danmark;Sidebarreklam;Husbil-Sport;6.13;2
1719;Rebecca Holt;47;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Lyx;3.98;0
1720;Kenneth Medina MD;25;Man;Norge;Helsidereklam;Husbil-Budget;5.26;2
1721;Jose Potter;70;Kvinna;England;Popuppreklam med musik;Husbil-Sport;3.99;1
1722;Daniel Brown;72;Man;Danmark;Sidebarreklam;Husbil-Lyx;6.13;1
1723;Brenda Mcintyre;68;Man;Norge;Helsidereklam;Husbil-Lyx;5.96;1
1724;Alexandria Contreras;26;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.99;2
1725;Mr. Greg Lopez;38;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.74;0
1726;Jason Walker;41;Man;Norge;Popuppreklam med musik;Husbil-Familj;3.99;1
1727;Jaime Zuniga;63;Man;Norge;Sidebarreklam;Husbil-Budget;6.13;3
1728;Jennifer Conley DVM;74;Man;Norge;Sidebarreklam;Husbil-Sport;6.11;1
1729;Dawn York;23;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.11;1
1730;Alex Silva;60;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4;0
1731;Julie Mitchell;56;Kvinna;Sverige;Helsidereklam;Husbil-Sport;5.69;0
1732;David Williams;53;Kvinna;Sverige;Sidebarreklam;Husbil-Lyx;6.11;1
1733;Ms. Andrea Richard;76;Man;Norge;Popuppreklam med musik;Husbil-Sport;4.02;0
1734;Jasmine Harrison;25;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.38;1
1735;Maria Smith;55;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.03;1
1736;Erin Cummings;31;Man;Tyskland;Helsidereklam;Husbil-Sport;4.88;0
1737;Lisa Moreno;39;Kvinna;Sverige;Helsidereklam;Husbil-Familj;5.8;1
1738;Noah Frost;20;Kvinna;Norge;Helsidereklam;Husbil-Familj;5.59;0
1739;Brian Carter;54;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.94;1
1740;Yolanda Castro;59;Man;Norge;Popuppreklam med musik;Husbil-Lyx;4.05;0
1741;Tom Barnes;50;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.05;1
1742;Thomas Morgan;19;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.06;0
1743;Sarah Calderon;22;Kvinna;Norge;Helsidereklam;Husbil-Sport;5.09;1
1744;Katie Shields;47;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;4.07;1
1745;Bradley Jones;36;Man;Sverige;Sidebarreklam;Husbil-Familj;6.09;1
1746;Steven Ponce;33;Man;Sverige;Sidebarreklam;Husbil-Budget;6.09;2
1747;Kyle Camacho;28;Man;Sverige;Sidebarreklam;Husbil-Budget;6.08;2
1748;Elizabeth Hernandez;73;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.1;0
1749;Paul Morgan;66;Man;Sverige;Helsidereklam;Husbil-Lyx;4.73;1
1750;Angela Curtis;36;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.75;3
1751;Cody Lane;53;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.1;0
1752;Janet Hudson;47;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.07;1
1753;Mrs. Amanda Dodson;43;Man;Sverige;Helsidereklam;Husbil-Familj;4.74;1
1754;Crystal Lane;36;Kvinna;Norge;Sidebarreklam;Husbil-Budget;6.07;1
1755;Hannah Coleman;38;Kvinna;Norge;Helsidereklam;Husbil-Familj;4.96;0
1756;Nicholas Mercer;45;Man;Norge;Sidebarreklam;Husbil-Familj;6.07;1
1757;Lori Bright;49;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;4.11;0
1758;Stephanie Cooper;55;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.72;2
1759;Sean Olson;75;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;4.11;2
1760;Jacqueline Anderson;58;Man;Norge;Popuppreklam med musik;Husbil-Lyx;4.12;0
1761;Leah Fernandez;76;Man;Sverige;Helsidereklam;Husbil-Budget;5.6;3
1762;Kathryn Wright;30;Kvinna;Norge;Helsidereklam;Husbil-Familj;4.26;1
1763;Megan Fuller;18;Man;Sverige;Sidebarreklam;Husbil-Familj;6.07;1
1764;Deanna Obrien PhD;46;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.35;0
1765;Patrick Smith;53;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;5.07;2
1766;Tanner Keith;65;Man;Sverige;Helsidereklam;Husbil-Lyx;6.06;2
1767;Joseph Gould;30;Man;Norge;Sidebarreklam;Husbil-Familj;6.07;1
1768;Andrea House;76;Man;Sverige;Sidebarreklam;Husbil-Budget;6.04;2
1769;Jackie Walters;75;Man;Sverige;Sidebarreklam;Husbil-Budget;6.04;2
1770;Laura Blackwell;68;Man;Tyskland;Popuppreklam med musik;Husbil-Familj;4.12;0
1771;Jamie Pearson;78;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.03;1
1772;Laura Archer;36;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.43;0
1773;Martin Lee;64;Man;Norge;Helsidereklam;Husbil-Sport;5.32;1
1774;Keith Leblanc;26;Man;Tyskland;Helsidereklam;Husbil-Lyx;5.84;2
1775;Jacqueline Hoover;58;Man;Sverige;Popuppreklam med musik;Husbil-Budget;4.12;1
1776;Chris Shepherd;55;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.13;2
1777;Autumn Smith;39;Man;Norge;Popuppreklam med musik;Husbil-Familj;4.14;0
1778;Timothy Roberts;74;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.66;0
1779;Christine Mcgee;21;Kvinna;England;Helsidereklam;Husbil-Familj;5.99;0
1780;Karen Bradford;43;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;4.15;1
1781;Jennifer Hanson;66;Man;England;Helsidereklam;Husbil-Lyx;5.22;1
1782;Andrew Silva;24;Man;Sverige;Sidebarreklam;Husbil-Familj;6.03;2
1783;Joshua Jackson;58;Man;Tyskland;Helsidereklam;Husbil-Lyx;4.34;1
1784;Diane Gonzalez;38;Man;Sverige;Sidebarreklam;Husbil-Familj;6.03;1
1785;Amy Rodriguez;69;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;6.02;2
1786;Thomas Cunningham;45;Kvinna;Norge;Helsidereklam;Husbil-Budget;5.67;0
1787;Kathleen Kelley;47;Man;Sverige;Sidebarreklam;Husbil-Sport;6.02;4
1788;Erika Oneal;43;Man;Sverige;Sidebarreklam;Husbil-Familj;6.01;2
1789;Kirk Collins;70;Man;Danmark;Sidebarreklam;Husbil-Budget;6;0
1790;Jennifer Howell;69;Man;Sverige;Helsidereklam;Husbil-Budget;4.68;0
1791;Richard White;60;Man;Norge;Helsidereklam;Husbil-Familj;5.93;1
1792;David White;67;Man;Norge;Sidebarreklam;Husbil-Budget;5.99;1
1793;Robert Rowland;50;Man;Sverige;Helsidereklam;Husbil-Lyx;5.95;1
1794;Samantha Medina;22;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.17;6
1795;Michael Larson;71;Man;Norge;Sidebarreklam;Husbil-Sport;5.97;3
1796;Thomas Patterson;63;Man;Norge;Helsidereklam;Husbil-Sport;4.17;2
1797;Brett Navarro;46;Man;Danmark;Helsidereklam;Husbil-Familj;5.78;1
1798;Dr. Jessica Griffith;38;Kvinna;Danmark;Helsidereklam;Husbil-Familj;5.19;1
1799;David Barrera;56;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.97;2
1800;Troy Berger;67;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.17;1
1801;Julia Hayes;55;Man;Norge;Helsidereklam;Husbil-Familj;4.51;2
1802;Warren Williamson;60;Man;England;Popuppreklam med musik;Husbil-Lyx;4.18;0
1803;Jessica Wright;22;Man;Norge;Helsidereklam;Husbil-Familj;5.29;1
1804;Anthony Coleman;60;Man;Norge;Popuppreklam med musik;Husbil-Familj;4.18;1
1805;Jennifer Mason;54;Man;England;Popuppreklam med musik;Husbil-Budget;4.18;1
1806;Melissa Perez;19;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.05;0
1807;Jason Green;32;Kvinna;Norge;Helsidereklam;Husbil-Familj;5.26;3
1808;Sharon Lawson;67;Man;Norge;Helsidereklam;Husbil-Budget;4.93;1
1809;Mark Rodriguez;47;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.67;2
1810;Nicole Hodges;70;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.19;0
1811;Mark Hopkins;45;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.97;1
